,travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
4669,pt,HBO,full,6,9.25,49,1,1,20337,4.806666667,1.631111111,0.849722222,0.503433,0,50-75k,2,1.221666667,North London
4670,drive,HBO,full,3,12.58333333,32,1,1,1316,0.352777778,0.1075,0.098055556,0.144476,1,35-50k,4,0.251944444,West London
4671,walk,HBO,full,4,6.75,31,1,1,665,0.174722222,0.047222222,0.0625,0.182222,1,>100k,2,0.130555556,South London
4672,walk,HBO,full,4,22.0,25,0,1,933,0.221944444,0.093333333,0.152777778,0.06,1,50-75k,3,0.120555556,West London
4673,drive,HBO,full,7,14.5,51,0,1,3477,0.803888889,0.21,0.137222222,0.159919,1,20-25k,4,0.375277778,South London
4674,pt,HBO,full,7,16.0,36,0,1,10043,2.334722222,0.718611111,0.624444444,0.578737,1,25-35k,4,0.804444444,South London
4675,pt,B,full,4,9.083333333,27,0,0,7596,1.933333333,0.571111111,0.400833333,0.555787,0,15-20k,2,0.751944444,West London
4676,pt,HBO,free,4,12.0,78,1,0,13063,2.975555556,0.945833333,0.5125,0.251491,0,5-10k,1,1.3275,South London
4677,pt,HBO,full,6,21.5,51,1,0,1942,0.498611111,0.165,0.155277778,0.296959,0,5-10k,1,0.293333333,South London
4678,pt,HBW,dis,4,18.0,31,0,1,18079,4.090277778,1.341944444,1.033333333,0.685753,0,35-50k,2,0.95,West London
4679,walk,B,free,2,15.0,65,1,1,811,0.215555556,0.069444444,0.092222222,0.150602,1,25-35k,2,0.188611111,West London
4680,drive,HBO,full,2,10.91666667,69,1,0,1117,0.266944444,0.065833333,0.066666667,0.0166667,1,20-25k,2,0.16,North London
4681,pt,HBO,free,4,17.33333333,66,1,1,2559,0.596944444,0.213888889,0.231388889,0.583433,1,10-15k,1,0.352777778,South London
4682,drive,HBW,full,6,21.5,46,0,1,19697,4.886111111,1.725,0.774444444,0.195481,2,35-50k,3,1.297222222,South London
4683,walk,NHBO,free,3,12.75,67,1,0,1770,0.495277778,0.189722222,0.115833333,0.218225,0,<5k,1,0.288611111,Central London
4684,pt,HBW,full,3,8.5,29,1,0,2450,0.593055556,0.226666667,0.251666667,0.741722,0,75-100k,2,0.406944444,Central London
4685,cycle,HBO,full,3,12.5,23,1,1,2609,0.662777778,0.2275,0.143611111,0.411992,2,50-75k,3,0.349444444,Central London
4686,pt,HBO,free,1,9.0,83,1,0,1122,0.236111111,0.117777778,0.132222222,0.306723,0,10-15k,2,0.121944444,Central London
4687,pt,HBO,free,6,10.0,67,1,1,1546,0.351111111,0.148888889,0.176388889,0.270866,1,15-20k,2,0.1875,Central London
4688,pt,HBO,full,3,15.83333333,31,1,0,1341,0.305277778,0.089722222,0.082777778,0.174497,0,20-25k,10,0.167777778,North London
4689,walk,HBE,full,4,8.333333333,38,1,0,880,0.299722222,0.088888889,0.112222222,0.14604,0,15-20k,4,0.245833333,West London
4690,walk,B,full,3,10.5,30,1,0,658,0.242222222,0.1075,0.096111111,0.479769,1,50-75k,4,0.247777778,Central London
4691,drive,HBO,free,6,16.0,72,1,1,9773,2.471111111,0.688611111,0.376111111,0.519941,1,5-10k,1,0.878055556,West London
4692,drive,B,full,3,5.0,47,0,1,13511,3.5,0.926388889,0.264444444,0.375,2,>100k,5,0.715555556,West London
4693,drive,HBO,full,6,14.83333333,48,1,1,1118,0.333611111,0.0925,0.107222222,0.101036,2,75-100k,3,0.245555556,East London
4694,drive,B,full,5,11.5,31,1,1,1922,0.483333333,0.166944444,0.135833333,0.314928,1,50-75k,3,0.266111111,West London
4695,drive,HBO,free,4,10.0,84,1,1,889,0.246388889,0.087777778,0.096944444,0.0601719,1,5-10k,1,0.211111111,West London
4696,cycle,HBW,full,3,6.333333333,40,0,1,1568,0.394444444,0.134166667,0.174444444,0.138535,1,15-20k,2,0.238333333,Central London
4697,drive,HBO,free,5,17.5,65,1,1,3496,0.987222222,0.35,0.291666667,0.335238,2,25-35k,2,0.661388889,South London
4698,pt,HBO,full,6,17.0,40,0,0,3157,0.809444444,0.261666667,0.238888889,0.189535,0,5-10k,1,0.529444444,Central London
4699,walk,B,dis,2,13.75,60,1,1,388,0.115277778,0.046944444,0.055,0.712121,1,50-75k,3,0.071666667,Central London
4700,drive,HBO,full,7,12.0,30,1,1,10457,2.594722222,0.909444444,0.666388889,0.607753,1,50-75k,2,0.736388889,Central London
4701,pt,HBO,dis,1,21.5,43,0,1,5609,1.411388889,0.442777778,0.326388889,0.489362,0,25-35k,1,0.446944444,Central London
4702,pt,B,full,3,21.5,58,1,1,19640,4.887222222,1.478611111,1.029444444,0.480572,1,20-25k,1,1.230277778,South London
4703,drive,HBO,free,2,10.33333333,77,1,0,913,0.283888889,0.083333333,0.075833333,0.0879121,1,35-50k,2,0.238888889,West London
4704,drive,HBW,full,3,18.66666667,37,1,1,2413,0.590555556,0.234166667,0.217777778,0.73852,1,50-75k,1,0.28,Central London
4705,pt,HBO,dis,6,22.0,18,1,0,4838,1.235,0.463055556,0.318888889,0.423345,0,<5k,1,0.544444444,West London
4706,drive,HBW,full,3,17.16666667,56,1,1,7770,1.948333333,0.586944444,0.563333333,0.633629,2,20-25k,4,0.685,West London
4707,pt,HBO,free,2,12.75,56,1,0,1878,0.415277778,0.121666667,0.109166667,0.625954,0,5-10k,1,0.301666667,East London
4708,pt,HBO,free,2,9.666666667,73,1,1,1915,0.463055556,0.129444444,0.160277778,0.344887,1,<5k,1,0.236666667,West London
4709,pt,HBO,free,6,12.0,67,1,0,807,0.213611111,0.065833333,0.071111111,0.410156,0,<5k,2,0.164166667,West London
4710,drive,HBO,full,4,14.01666667,40,1,1,7513,1.751944444,0.519722222,0.399166667,0.386917,1,25-35k,4,0.648055556,Central London
4711,drive,HBO,full,7,7.0,54,1,1,1211,0.287777778,0.11,0.072222222,0.0576923,2,50-75k,2,0.194722222,West London
4712,drive,HBO,free,7,8.5,65,1,1,4672,1.308333333,0.448888889,0.234444444,0.336493,1,15-20k,1,0.768611111,South London
4713,pt,HBW,full,4,17.5,25,0,0,16979,4.016388889,1.293333333,1.038333333,0.651953,0,50-75k,2,0.809166667,North London
4714,pt,HBO,full,1,16.83333333,34,1,1,4899,1.253611111,0.417777778,0.4175,0.673985,1,25-35k,4,0.651111111,West London
4715,walk,HBO,free,7,9.5,70,1,0,2141,0.485833333,0.121111111,0.1075,0.131783,0,10-15k,1,0.268888889,North London
4716,pt,HBO,free,5,11.5,74,1,0,3954,1.078888889,0.317222222,0.318333333,0.112565,1,10-15k,2,0.268888889,South London
4717,pt,HBW,full,5,8.0,27,1,1,9129,2.132777778,0.637777778,0.598611111,0.612993,0,25-35k,3,0.961666667,North London
4718,drive,B,full,3,10.25,43,1,1,1374,0.348888889,0.100833333,0.121111111,0.557339,1,20-25k,2,0.278055556,Central London
4719,pt,HBW,full,5,17.5,27,1,0,4642,1.182777778,0.381388889,0.366944444,0.503407,0,15-20k,3,0.648611111,West London
4720,pt,HBO,full,7,16.5,19,1,0,3360,0.811666667,0.27,0.268333333,0.389234,1,35-50k,4,0.465277778,West London
4721,drive,HBO,full,4,21.0,52,1,1,8358,1.8525,0.6475,0.413888889,0.561074,1,10-15k,1,0.637777778,West London
4722,pt,HBW,full,1,18.5,28,1,0,2328,0.536111111,0.168611111,0.143888889,0.5,0,25-35k,2,0.394722222,Central London
4723,pt,HBW,full,5,17.16666667,44,1,1,12634,3.049166667,0.939444444,0.879166667,0.494155,1,35-50k,2,1.072777778,West London
4724,pt,B,full,5,11.0,34,1,1,14203,3.331666667,1.069166667,0.600277778,0.424803,2,35-50k,4,1.113611111,West London
4725,pt,HBW,full,1,10.5,38,0,1,14226,3.250555556,1.191388889,0.769722222,0.533381,1,>100k,3,0.8375,West London
4726,pt,HBW,full,1,7.0,35,1,0,5287,1.238611111,0.481388889,0.333333333,0.525,0,15-20k,1,0.666111111,Central London
4727,pt,HBW,full,1,6.5,54,1,1,4277,1.067777778,0.392222222,0.275,0.322222,2,50-75k,3,0.4275,West London
4728,walk,HBO,dis,6,12.08333333,40,1,1,2652,0.753333333,0.203888889,0.244444444,0.326136,1,>100k,2,0.559722222,West London
4729,pt,NHBO,full,6,13.5,57,1,1,2767,0.7025,0.293888889,0.312777778,0.62611,1,15-20k,1,0.466666667,South London
4730,drive,HBO,free,7,15.66666667,60,1,1,8525,2.004444444,0.6425,0.296388889,0.139644,1,10-15k,1,0.981666667,West London
4731,pt,HBW,full,3,8.0,31,1,1,2685,0.683055556,0.246944444,0.253888889,0.594092,1,35-50k,2,0.399166667,Central London
4732,pt,HBW,full,1,19.0,45,1,1,5322,1.246666667,0.435555556,0.450555556,0.631936,0,50-75k,1,0.606388889,Central London
4733,pt,HBW,full,3,7.333333333,32,1,0,11203,2.520277778,0.839166667,0.743055556,0.623178,0,20-25k,2,0.809166667,South London
4734,pt,HBO,free,5,10.5,65,1,0,2799,0.733333333,0.245277778,0.219722222,0.26043,0,10-15k,3,0.327777778,West London
4735,pt,HBO,free,4,10.5,32,1,0,8200,2.013888889,0.603611111,0.4475,0.370577,0,5-10k,3,0.805833333,West London
4736,pt,HBO,free,2,10.0,66,1,0,345,0.095277778,0.031111111,0.0275,0.131313,0,5-10k,2,0.100277778,South London
4737,walk,HBE,full,1,8.333333333,25,1,1,1270,0.357777778,0.101666667,0.121111111,0.227064,1,10-15k,5,0.327222222,West London
4738,pt,HBO,free,6,17.0,85,1,1,4649,1.073055556,0.334166667,0.305277778,0.429481,1,35-50k,1,0.583055556,Central London
4739,drive,HBE,full,3,8.416666667,44,1,1,4476,1.284166667,0.42,0.453055556,0.578786,1,15-20k,3,0.843333333,West London
4740,walk,HBW,full,5,18.0,25,1,0,4646,1.183055556,0.361388889,0.3875,0.57491,1,15-20k,2,0.759722222,West London
4741,drive,HBO,full,6,12.0,43,1,1,895,0.272222222,0.112777778,0.152777778,0.289091,2,50-75k,3,0.168333333,South London
4742,drive,HBO,free,1,14.0,78,1,1,4518,1.165555556,0.383333333,0.238333333,0.289044,1,5-10k,1,0.530555556,West London
4743,walk,HBO,full,5,10.25,41,0,1,567,0.166388889,0.068333333,0.103055556,0.153639,1,50-75k,5,0.134444444,East London
4744,pt,HBO,free,1,13.0,71,1,1,6222,1.474166667,0.546111111,0.395833333,0.613333,1,35-50k,2,0.6175,West London
4745,pt,HBW,full,6,8.0,21,1,0,4015,1.046111111,0.356666667,0.231111111,0.179087,0,15-20k,1,0.543333333,Central London
4746,pt,HBO,full,7,16.75,43,1,1,3435,0.789166667,0.211388889,0.183055556,0.47648,0,10-15k,2,0.285277778,Central London
4747,drive,HBO,free,1,12.41666667,74,1,1,2589,0.631111111,0.194166667,0.128611111,0.198704,1,5-10k,2,0.376666667,South London
4748,drive,HBO,free,3,16.25,72,0,0,11108,2.631388889,0.750555556,0.530555556,0.30733,0,<5k,2,1.112777778,South London
4749,walk,HBO,full,2,11.0,37,0,1,866,0.205,0.080277778,0.065,0.294872,2,35-50k,10,0.139444444,West London
4750,pt,HBW,full,4,7.0,31,1,0,1946,0.784444444,0.209722222,0.218888889,0.21066,0,35-50k,1,0.495555556,West London
4751,drive,B,dis,7,9.25,18,1,1,6313,1.547777778,0.42,0.313888889,0.182301,3,25-35k,4,0.7125,South London
4752,walk,HBW,full,1,17.58333333,37,1,1,1436,0.440555556,0.205277778,0.184166667,0.553545,0,>100k,3,0.280833333,Central London
4753,drive,NHBO,free,7,13.16666667,67,0,0,616,0.176666667,0.048333333,0.048333333,0.293103,1,35-50k,4,0.157777778,Central London
4754,walk,NHBO,full,3,15.33333333,35,1,0,454,0.238333333,0.077777778,0.075833333,0.21978,0,<5k,2,0.151111111,North London
4755,pt,HBW,full,1,19.0,58,0,1,3238,0.697777778,0.231388889,0.232222222,0.617225,2,>100k,2,0.291944444,Central London
4756,drive,HBO,full,4,10.5,57,1,0,6383,1.605833333,0.528611111,0.381666667,0.460699,0,<5k,1,0.714722222,West London
4757,pt,NHBO,full,2,14.5,43,1,0,6098,1.535833333,0.454722222,0.321388889,0.184961,0,25-35k,2,0.690555556,West London
4758,pt,HBO,free,3,14.41666667,71,1,0,1216,0.340833333,0.083888889,0.078611111,0.0141343,0,15-20k,2,0.2,West London
4759,drive,HBO,free,7,14.0,77,1,1,10701,2.610277778,0.818611111,0.583333333,0.308095,1,>100k,2,0.626388889,North London
4760,pt,HBW,full,5,8.25,56,1,1,4336,1.072222222,0.403055556,0.397222222,0.827273,1,50-75k,3,0.413333333,Central London
4761,drive,HBO,full,5,15.75,55,1,1,3967,1.049444444,0.290833333,0.215277778,0.105806,2,50-75k,2,0.456666667,North London
4762,drive,HBO,full,4,9.5,42,1,1,9016,2.106388889,0.655555556,0.503333333,0.296358,1,5-10k,4,1.011111111,South London
4763,drive,HBO,full,1,13.0,36,1,1,2320,0.670833333,0.226388889,0.144166667,0.163776,1,25-35k,4,0.425833333,South London
4764,pt,HBO,full,5,20.0,29,1,1,11131,2.709722222,0.838888889,0.693611111,0.520625,1,>100k,2,0.736388889,South London
4765,pt,HBE,dis,3,8.5,23,1,0,5959,1.503611111,0.447777778,0.343888889,0.637318,0,<5k,2,0.731944444,West London
4766,walk,HBO,free,4,17.0,70,1,1,734,0.211111111,0.065833333,0.069722222,0.262948,2,35-50k,2,0.145,West London
4767,walk,HBO,full,4,8.833333333,46,1,1,542,0.165555556,0.070833333,0.090555556,0.677914,2,35-50k,2,0.172222222,Central London
4768,drive,HBO,free,7,16.5,72,0,1,1658,0.488888889,0.143888889,0.129722222,0.154176,1,10-15k,2,0.270277778,North London
4769,pt,B,dis,4,20.5,25,1,1,4756,1.250833333,0.444722222,0.2975,0.50887,1,35-50k,2,0.595833333,Central London
4770,pt,HBO,full,3,21.0,21,1,0,4771,1.107777778,0.318611111,0.234166667,0.154211,0,25-35k,3,0.317777778,South London
4771,drive,HBO,full,1,13.5,36,1,1,1076,0.243333333,0.098611111,0.085833333,0.0841424,1,35-50k,5,0.138333333,South London
4772,pt,HBW,full,2,8.666666667,36,0,0,5244,1.153333333,0.443611111,0.49,0.79932,0,25-35k,5,0.416388889,Central London
4773,drive,NHBO,full,7,10.75,52,1,1,442,0.163055556,0.073888889,0.048611111,0.268571,2,35-50k,2,0.123055556,South London
4774,pt,HBO,full,7,13.0,44,1,0,2820,0.675555556,0.2475,0.238611111,0.321304,0,35-50k,4,0.344166667,West London
4775,drive,B,full,2,8.416666667,58,1,1,4099,1.031666667,0.286944444,0.307222222,0.576854,1,20-25k,1,0.301944444,South London
4776,pt,HBO,full,6,21.5,21,1,0,2646,0.654722222,0.23,0.238333333,0.494172,0,15-20k,2,0.336944444,Central London
4777,pt,HBO,free,6,17.0,77,1,1,10707,2.99,1.095833333,0.492222222,0.515801,1,10-15k,1,1.0325,East London
4778,walk,HBO,free,7,15.58333333,62,1,0,669,0.2075,0.063611111,0.056944444,0.170732,3,25-35k,4,0.159444444,North London
4779,walk,HBO,full,7,21.0,24,1,1,1175,0.301388889,0.074444444,0.078611111,0.318021,1,50-75k,2,0.151944444,South London
4780,drive,HBO,full,6,17.0,52,1,1,569,0.164444444,0.071388889,0.062222222,0.25,2,>100k,3,0.135,South London
4781,walk,NHBO,free,4,12.5,60,1,1,412,0.11,0.099722222,0.131666667,0.364979,1,35-50k,1,0.098333333,North London
4782,pt,HBW,full,3,5.5,32,1,0,2975,0.759722222,0.261944444,0.160555556,0.242215,0,50-75k,3,0.322777778,South London
4783,pt,B,full,3,7.5,28,1,1,9592,2.243611111,0.718611111,0.619444444,0.788789,1,>100k,2,0.703888889,South London
4784,pt,HBW,full,4,6.666666667,44,1,1,11862,2.93,0.853888889,0.576944444,0.292248,1,>100k,2,0.834444444,South London
4785,pt,HBO,child,5,16.5,15,1,0,5258,1.265277778,0.372777778,0.405555556,0.471918,0,10-15k,5,0.739166667,Central London
4786,walk,HBW,free,6,7.75,66,1,1,599,0.149722222,0.0425,0.045833333,0.151515,0,>100k,3,0.0925,West London
4787,pt,NHBO,full,4,16.5,52,1,1,8368,2.041666667,0.608888889,0.619722222,0.483191,0,20-25k,1,0.875,North London
4788,drive,HBW,full,2,7.25,47,1,1,12316,3.023333333,0.959166667,0.574444444,0.297389,1,50-75k,2,0.896944444,Central London
4789,pt,HBE,full,3,7.25,40,1,1,10442,2.451111111,0.731666667,0.641666667,0.644156,2,20-25k,2,0.719166667,North London
4790,drive,NHBO,free,5,14.16666667,81,0,1,2957,0.772222222,0.238611111,0.158611111,0.231173,1,50-75k,2,0.566388889,East London
4791,pt,HBW,full,6,17.0,39,1,1,9335,2.364166667,0.711111111,0.436944444,0.385887,2,50-75k,7,0.803888889,East London
4792,pt,HBE,free,2,16.25,74,1,1,7676,1.750555556,0.621944444,0.659722222,0.581053,0,20-25k,1,0.756388889,Central London
4793,pt,HBW,free,2,8.0,60,1,0,13534,3.159166667,0.866666667,0.601666667,0.315328,1,35-50k,3,1.222777778,West London
4794,pt,HBO,free,1,10.75,64,0,0,9361,2.288888889,0.743055556,0.659166667,0.615676,1,25-35k,2,0.688333333,South London
4795,walk,HBO,full,6,11.25,61,1,1,1142,0.313611111,0.146944444,0.116666667,0.230952,2,>100k,2,0.207222222,West London
4796,pt,B,full,4,8.5,22,0,0,11437,2.668611111,0.846666667,0.876666667,0.730038,2,>100k,5,0.634722222,Central London
4797,drive,HBO,full,2,11.5,54,0,0,2927,0.6875,0.180277778,0.146388889,0.305503,0,25-35k,3,0.420555556,South London
4798,drive,NHBO,full,1,13.75,41,0,1,6690,1.645555556,0.467777778,0.3125,0.248,1,35-50k,1,0.775833333,West London
4799,cycle,HBO,free,5,10.0,79,1,1,1475,0.390555556,0.123611111,0.116388889,0.24105,1,20-25k,1,0.248055556,West London
4800,drive,B,free,2,10.0,60,1,1,2585,0.640277778,0.210555556,0.201388889,0.217931,2,50-75k,3,0.359722222,South London
4801,drive,HBO,full,7,19.5,51,1,1,3510,0.836666667,0.276666667,0.172777778,0.106109,1,75-100k,3,0.411111111,South London
4802,walk,HBO,full,4,20.5,43,1,1,622,0.173611111,0.093888889,0.090833333,0.428135,1,35-50k,3,0.118611111,Central London
4803,pt,HBW,full,2,17.66666667,46,1,0,10664,2.574444444,0.921944444,0.736666667,0.691554,0,>100k,1,0.856944444,South London
4804,drive,HBO,full,4,10.0,35,1,1,2184,0.601944444,0.185555556,0.123611111,0.134831,1,>100k,5,0.350277778,East London
4805,drive,B,full,6,7.0,46,0,1,3870,1.009444444,0.283333333,0.223611111,0.0795031,1,50-75k,2,0.430555556,West London
4806,drive,HBW,full,5,17.0,31,1,1,5773,1.359722222,0.475,0.371111111,0.534431,1,35-50k,4,0.776666667,West London
4807,drive,NHBO,full,5,12.0,70,1,0,4943,1.378611111,0.412222222,0.318888889,0.245645,0,5-10k,5,0.726388889,North London
4808,drive,HBO,dis,2,12.58333333,23,1,1,2240,0.548888889,0.164444444,0.149444444,0.14684,1,25-35k,1,0.396388889,West London
4809,walk,NHBO,free,6,12.75,79,1,0,499,0.103888889,0.026666667,0.126944444,0.411379,0,10-15k,1,0.083888889,Central London
4810,drive,HBO,full,7,8.5,42,1,1,2973,0.688055556,0.201111111,0.117222222,0.135071,2,10-15k,4,0.280833333,West London
4811,pt,HBW,free,2,5.833333333,62,0,1,4864,1.188611111,0.527777778,0.278333333,0.357285,1,20-25k,2,0.441388889,Central London
4812,walk,HBE,free,1,15.58333333,8,1,0,1295,0.366388889,0.114722222,0.105277778,0.398417,0,15-20k,5,0.311666667,Central London
4813,drive,HBO,full,3,7.0,57,1,1,5447,1.354722222,0.473611111,0.294444444,0.25283,2,75-100k,2,0.671666667,Central London
4814,pt,NHBO,full,1,8.5,58,1,0,4525,1.220555556,0.389444444,0.389444444,0.477889,0,5-10k,1,0.7425,North London
4815,pt,HBO,full,5,20.75,32,1,1,4240,1.286388889,0.361388889,0.301666667,0.448435,0,50-75k,1,0.3,East London
4816,walk,NHBO,free,3,17.0,63,1,0,1524,0.321666667,0.097777778,0.154444444,0.196043,0,25-35k,2,0.154444444,West London
4817,pt,HBO,full,5,15.0,21,1,1,3079,0.952777778,0.285,0.208888889,0.105053,0,10-15k,2,0.458888889,West London
4818,pt,HBW,free,7,23.83333333,51,1,0,2981,0.786944444,0.304444444,0.176666667,0.290881,1,50-75k,2,0.400833333,Central London
4819,drive,HBO,free,1,11.91666667,67,1,1,2501,0.633055556,0.186388889,0.178888889,0.319876,1,10-15k,2,0.353333333,Central London
4820,drive,HBE,free,3,16.0,17,1,0,5764,1.356666667,0.574722222,0.520833333,0.839467,0,35-50k,4,0.656944444,Central London
4821,pt,HBW,full,1,6.833333333,54,1,1,14086,3.116944444,1.093055556,0.885833333,0.647852,1,50-75k,1,1.087222222,North London
4822,drive,HBO,free,7,10.75,62,1,1,8028,2.029722222,0.617777778,0.368333333,0.109351,1,5-10k,1,0.949166667,East London
4823,drive,NHBO,full,3,15.0,31,1,1,16313,3.8925,1.193333333,0.8825,0.563425,2,25-35k,2,1.076944444,South London
4824,walk,HBO,full,6,14.0,24,1,0,1720,0.437777778,0.1375,0.199166667,0.13947,0,<5k,1,0.323888889,East London
4825,pt,HBW,free,3,8.666666667,60,1,0,3315,0.781111111,0.300833333,0.241111111,0.941244,0,25-35k,2,0.396666667,Central London
4826,pt,NHBO,full,5,17.0,36,1,1,8708,2.398611111,0.801388889,0.707222222,0.376277,1,>100k,3,1.056666667,South London
4827,pt,HBO,full,5,11.33333333,27,1,0,7696,1.824444444,0.626111111,0.493611111,0.583568,0,5-10k,2,0.436111111,West London
4828,pt,HBO,free,1,13.0,65,1,1,2904,0.810555556,0.267777778,0.179166667,0.0992248,1,15-20k,2,0.5575,West London
4829,walk,HBO,full,2,21.5,24,0,1,1533,0.380277778,0.117222222,0.105,0.261905,1,5-10k,1,0.192222222,Central London
4830,drive,HBO,full,1,16.58333333,34,1,1,5203,1.261388889,0.413611111,0.274444444,0.466599,1,50-75k,3,0.509722222,West London
4831,drive,B,free,3,13.33333333,68,1,1,1616,0.450555556,0.1375,0.108333333,0.0641026,1,15-20k,2,0.295277778,North London
4832,pt,HBO,full,6,15.0,40,1,1,3964,0.89,0.246111111,0.229722222,0.488513,0,25-35k,1,0.329444444,North London
4833,pt,HBO,free,3,13.5,71,0,0,1654,0.467777778,0.143055556,0.172222222,0.322581,0,15-20k,1,0.275,West London
4834,pt,HBO,full,5,19.75,44,1,1,5242,1.278611111,0.355,0.237222222,0.165105,1,25-35k,1,0.376666667,East London
4835,pt,HBO,full,7,17.16666667,58,1,1,22847,5.468333333,1.793333333,1.031111111,0.457166,3,50-75k,4,1.400277778,North London
4836,drive,HBO,full,5,10.58333333,44,1,1,1655,0.444166667,0.143333333,0.106944444,0.0441558,1,15-20k,4,0.340555556,South London
4837,walk,B,full,4,14.33333333,28,1,1,1031,0.283333333,0.106666667,0.0925,0.438438,1,35-50k,2,0.191388889,South London
4838,drive,HBW,full,2,8.5,45,1,1,2878,0.758611111,0.22,0.275555556,0.403226,1,75-100k,1,0.523888889,South London
4839,pt,HBW,full,3,8.25,23,0,1,5145,1.261111111,0.487222222,0.446388889,0.738021,0,35-50k,3,0.553333333,Central London
4840,drive,B,full,1,17.0,56,1,1,3675,1.03,0.338611111,0.225277778,0.239211,2,50-75k,2,0.4375,North London
4841,walk,NHBO,free,5,13.78333333,65,1,1,618,0.129166667,0.031111111,0.063055556,0.374449,0,5-10k,1,0.120555556,South London
4842,pt,HBW,full,5,13.75,51,1,0,1029,0.357222222,0.118611111,0.076388889,0.0545455,0,5-10k,2,0.245277778,South London
4843,walk,HBO,full,5,10.0,59,1,0,1380,0.436666667,0.118611111,0.151666667,0.192308,0,10-15k,2,0.314166667,West London
4844,walk,HBE,full,2,8.833333333,29,1,0,234,0.106666667,0.030833333,0.034722222,0.216,1,25-35k,3,0.091111111,Central London
4845,pt,HBO,full,4,22.0,35,1,1,4326,1.128888889,0.3875,0.168333333,0.292079,0,15-20k,1,0.535555556,West London
4846,pt,HBW,full,3,7.833333333,30,1,1,13428,3.238055556,1.014166667,0.932222222,0.520262,1,35-50k,3,0.976111111,North London
4847,pt,HBO,full,5,16.5,52,1,1,4381,1.095833333,0.383333333,0.372777778,0.459762,1,10-15k,2,0.410833333,East London
4848,pt,HBW,full,5,17.5,34,1,1,25327,5.954722222,1.934722222,1.445555556,0.592621,1,>100k,2,1.539722222,South London
4849,pt,B,full,4,19.0,23,1,1,2917,0.765555556,0.264722222,0.256666667,0.591991,0,<5k,1,0.4975,West London
4850,pt,HBO,dis,5,9.0,20,1,0,8582,1.9525,0.614444444,0.568333333,0.579179,0,10-15k,3,0.546666667,West London
4851,pt,HBO,free,5,9.0,61,1,0,4551,1.098055556,0.340277778,0.287222222,0.61412,0,<5k,1,0.321944444,West London
4852,pt,HBW,full,5,8.5,30,1,0,23316,5.405,1.644444444,1.364166667,0.475463,1,75-100k,2,1.064444444,South London
4853,drive,HBE,full,1,15.08333333,32,1,1,1224,0.411388889,0.115555556,0.081944444,0.155932,2,35-50k,4,0.258333333,West London
4854,pt,HBO,full,1,13.0,26,1,0,1302,0.354722222,0.136111111,0.116111111,0.452153,0,<5k,1,0.215,Central London
4855,drive,NHBO,free,4,22.5,75,0,1,1313,0.3375,0.103055556,0.146944444,0.512287,1,75-100k,2,0.203333333,Central London
4856,drive,HBO,full,7,11.75,27,1,0,2647,0.731111111,0.264722222,0.161388889,0.549053,1,5-10k,2,0.622222222,Central London
4857,pt,B,full,2,8.75,41,1,1,6117,1.481388889,0.520277778,0.463611111,0.542241,1,35-50k,3,0.662777778,Central London
4858,pt,HBW,full,2,19.0,41,1,0,13938,3.305,1.079444444,0.824444444,0.610512,1,75-100k,2,0.820833333,West London
4859,drive,HBO,full,6,9.0,49,0,1,1059,0.244722222,0.084722222,0.086111111,0.0774194,1,50-75k,3,0.201944444,West London
4860,drive,HBW,full,2,8.0,38,0,1,2163,0.619722222,0.199722222,0.141666667,0.170588,2,50-75k,4,0.395,West London
4861,drive,HBW,full,1,6.75,52,0,1,1206,0.43,0.166944444,0.112222222,0.163366,4,75-100k,5,0.246388889,West London
4862,drive,HBO,full,1,11.5,64,0,1,3262,0.789444444,0.228611111,0.219444444,0.163291,2,25-35k,3,0.345,West London
4863,pt,HBE,child,4,7.5,13,0,0,4817,1.202777778,0.389722222,0.245555556,0.426471,1,10-15k,4,0.579444444,East London
4864,pt,HBW,full,5,17.16666667,24,0,0,15507,3.682777778,1.088055556,0.788888889,0.572535,0,35-50k,1,1.180555556,North London
4865,pt,HBO,free,3,12.0,58,1,0,2107,0.499444444,0.157777778,0.208055556,0.365821,3,75-100k,4,0.504166667,North London
4866,pt,HBO,full,6,22.25,46,1,1,20597,4.814166667,1.395277778,1.016388889,0.580486,2,75-100k,3,1.106666667,South London
4867,drive,HBO,free,6,16.5,88,1,1,1660,0.378611111,0.152777778,0.087222222,0.149682,1,15-20k,1,0.334166667,North London
4868,walk,HBO,free,1,17.75,62,0,0,425,0.108888889,0.044722222,0.0375,0.266667,0,5-10k,2,0.080833333,West London
4869,pt,HBO,full,7,12.0,40,0,0,3321,0.859444444,0.272777778,0.216944444,0.286812,0,35-50k,4,0.4475,East London
4870,pt,HBE,dis,1,12.0,47,1,0,1917,0.543888889,0.185,0.195555556,0.204545,0,<5k,2,0.398888889,North London
4871,drive,HBO,full,2,18.91666667,36,1,1,1653,0.429722222,0.1425,0.092222222,0.14759,2,75-100k,4,0.388611111,West London
4872,drive,HBO,full,5,17.0,21,0,0,6515,1.436388889,0.4375,0.2175,0.292465,2,50-75k,4,0.500555556,South London
4873,pt,HBO,full,6,18.0,37,1,0,5839,1.329166667,0.409444444,0.383888889,0.557164,0,<5k,1,0.635277778,North London
