,age,female,hh_borough
56489,28,1,Croydon
56490,33,0,Hackney
56491,50,1,Lambeth
56492,82,0,Redbridge
56493,18,1,Kingston upon Thames
56494,11,0,Bromley
56495,20,0,Harrow
56496,46,0,Harrow
56497,64,1,Enfield
56498,28,1,Islington
56499,2,1,Epping Forest
56500,85,0,Sutton
56501,47,0,Haringey
56502,24,1,Bromley
56503,84,0,Hammersmith & Fulham
56504,8,0,Woking
56505,18,0,Westminster
56506,82,1,Camden
56507,50,0,Sevenoaks
56508,37,1,Enfield
56509,28,0,Thurrock
56510,36,0,Bromley
56511,29,0,Haringey
56512,22,1,Greenwich
56513,61,0,Croydon
56514,40,0,Westminster
56515,1,0,Merton
56516,33,1,Newham
56517,56,0,Watford
56518,2,1,Lambeth
56519,25,0,Tower Hamlets
56520,60,0,Camden
56521,51,0,Lewisham
56522,0,1,Brent
56523,65,1,Lewisham
56524,50,0,Ealing
56525,33,1,Sevenoaks
56526,15,0,Hillingdon
56527,78,1,Spelthorne
56528,14,1,Haringey
56529,23,0,Barnet
56530,72,1,Spelthorne
56531,0,1,Merton
56532,54,1,Hillingdon
56533,13,0,Bexley
56534,30,1,Southwark
56535,57,0,Bromley
56536,23,1,Greenwich
56537,35,0,Tower Hamlets
56538,28,1,Wandsworth
56539,51,1,Redbridge
56540,41,1,Hounslow
56541,59,0,Brent
56542,30,1,Hounslow
56543,40,0,Lambeth
56544,35,0,Croydon
56545,77,0,Southwark
56546,60,1,Ealing
56547,53,0,Bexley
56548,24,1,Westminster
56549,42,1,Kingston upon Thames
56550,41,0,Spelthorne
56551,77,1,Sutton
56552,25,0,Greenwich
56553,43,1,Bromley
56554,12,1,Havering
56555,14,1,Sutton
56556,85,1,Hounslow
56557,33,1,Islington
56558,27,1,Croydon
56559,1,1,Hounslow
56560,91,1,Ealing
56561,53,1,Ealing
56562,78,0,Redbridge
56563,69,0,Westminster
56564,21,1,Camden
56565,32,0,Woking
56566,12,0,Redbridge
56567,72,0,Havering
56568,67,1,Hillingdon
56569,16,0,Ealing
56570,45,1,Croydon
56571,27,0,Hackney
56572,53,1,Reigate and Banstead
56573,39,0,Reigate and Banstead
56574,55,1,Spelthorne
56575,61,0,Newham
56576,78,1,Barnet
56577,6,1,Hounslow
56578,82,1,Havering
56579,40,0,Bromley
56580,18,1,Hillingdon
56581,52,1,Harrow
56582,1,1,Hammersmith & Fulham
56583,6,0,Lewisham
56584,53,1,Tower Hamlets
56585,19,1,Sevenoaks
56586,67,0,Brent
56587,3,0,Spelthorne
56588,8,1,Enfield
56589,66,1,Sevenoaks
56590,19,1,Camden
56591,57,1,Camden
56592,31,1,Lambeth
56593,5,0,Southwark
56594,37,0,Kensington and Chelsea
56595,37,1,Southwark
56596,31,1,Woking
56597,68,1,Hammersmith & Fulham
56598,46,1,Waltham Forest
56599,20,0,Islington
56600,29,1,Greenwich
56601,69,0,Barnet
56602,27,1,Lambeth
56603,40,1,Camden
56604,17,1,Enfield
56605,4,0,Islington
56606,27,1,Tower Hamlets
56607,2,1,Newham
56608,64,0,Westminster
56609,27,0,Greenwich
56610,5,0,Richmond upon Thames
56611,29,1,Brent
56612,47,0,Barnet
56613,9,0,Havering
56614,39,1,Sutton
56615,31,0,Hackney
56616,18,0,Redbridge
56617,57,1,Haringey
56618,28,1,Lewisham
56619,7,0,Lambeth
56620,4,1,Lewisham
56621,29,1,Greenwich
56622,7,1,Southwark
56623,36,1,Dartford
56624,63,1,South Bucks
56625,27,1,Mole Valley
56626,29,1,Watford
56627,25,1,Three Rivers
56628,19,1,Haringey
56629,49,1,Spelthorne
56630,51,0,Lewisham
56631,87,0,Redbridge
56632,1,0,Bexley
56633,1,1,Kingston upon Thames
56634,4,0,Croydon
56635,46,1,Barking and Dagenham
56636,78,1,Newham
56637,65,0,Harrow
56638,67,1,Hounslow
56639,25,0,Harrow
56640,23,0,Thurrock
56641,44,0,Hackney
56642,35,1,Wandsworth
56643,28,0,Southwark
56644,51,1,Kensington and Chelsea
56645,21,1,Westminster
56646,62,0,Elmbridge
56647,19,0,Redbridge
56648,50,0,Hillingdon
56649,44,1,Lambeth
56650,78,0,Redbridge
56651,19,1,Hillingdon
56652,12,0,Southwark
56653,21,0,Greenwich
56654,0,0,Bexley
56655,26,0,Waltham Forest
56656,16,1,Newham
56657,27,1,Wandsworth
56658,61,0,Havering
56659,20,1,Runnymede
56660,20,0,Bromley
56661,72,0,Spelthorne
56662,36,0,Woking
56663,22,0,Enfield
56664,32,0,Southwark
56665,12,1,Sevenoaks
56666,3,1,Newham
56667,27,1,Islington
56668,41,0,Tower Hamlets
56669,49,0,Merton
56670,50,1,Lambeth
56671,26,0,Greenwich
56672,38,1,Merton
56673,25,0,Tower Hamlets
56674,74,1,Runnymede
56675,45,0,Bromley
56676,55,0,Three Rivers
56677,58,1,Hillingdon
56678,16,0,Hackney
56679,60,0,Bromley
56680,48,0,Newham
56681,28,1,Reigate and Banstead
56682,26,0,Tower Hamlets
56683,63,1,Mole Valley
56684,50,0,Sutton
56685,11,1,Hertsmere
56686,3,1,Bromley
56687,16,1,Southwark
56688,36,0,Barking and Dagenham
56689,40,0,Harrow
56690,1,1,Lambeth
56691,54,0,Waltham Forest
56692,31,0,Hackney
56693,41,0,Tandridge
56694,45,1,Lambeth
56695,30,1,Mole Valley
56696,50,1,Harrow
56697,19,0,Haringey
56698,80,0,Ealing
56699,16,1,Southwark
56700,41,0,Camden
56701,4,1,Sevenoaks
56702,47,0,Thurrock
56703,35,0,Camden
56704,5,1,Islington
56705,32,1,Waltham Forest
56706,48,1,Ealing
56707,35,1,Brent
56708,46,0,Hillingdon
56709,44,1,Lambeth
56710,58,1,Tandridge
56711,35,1,Ealing
56712,13,0,Lambeth
56713,25,0,Enfield
56714,84,0,Barnet
56715,36,1,Haringey
56716,47,0,Hounslow
56717,3,1,Epping Forest
56718,42,1,Ealing
56719,60,1,Barnet
56720,23,0,Tower Hamlets
56721,8,1,Newham
56722,38,1,Haringey
56723,4,1,Croydon
56724,34,0,Greenwich
56725,54,1,Hillingdon
56726,47,0,Greenwich
56727,29,1,Camden
56728,35,1,Kingston upon Thames
56729,46,0,Sutton
56730,24,0,Enfield
56731,7,0,Richmond upon Thames
56732,76,1,Runnymede
56733,49,0,Redbridge
56734,50,0,Hammersmith & Fulham
56735,23,1,Hounslow
56736,28,1,Brent
56737,43,0,Ealing
56738,41,1,Haringey
56739,69,0,Wandsworth
56740,51,0,Hammersmith & Fulham
56741,49,1,Richmond upon Thames
56742,28,0,Reigate and Banstead
56743,14,0,Enfield
56744,72,1,Enfield
56745,27,1,Redbridge
56746,42,1,Greenwich
56747,33,1,Ealing
56748,86,1,Westminster
56749,45,0,Greenwich
56750,8,0,Tower Hamlets
56751,24,0,Southwark
56752,39,0,Haringey
56753,42,1,Croydon
56754,37,1,Haringey
56755,44,1,Havering
56756,78,1,Epping Forest
56757,3,0,Camden
56758,6,0,Hackney
56759,39,1,Hammersmith & Fulham
56760,44,1,Barnet
56761,34,1,Richmond upon Thames
56762,34,1,Camden
56763,38,0,Ealing
56764,38,1,Sutton
56765,63,0,Sutton
56766,5,0,Newham
56767,11,0,Newham
56768,18,0,Tandridge
56769,45,0,Bromley
56770,21,1,Southwark
56771,25,1,Harrow
56772,89,1,Sutton
56773,3,0,Woking
56774,36,0,Wandsworth
56775,16,1,Harrow
56776,30,0,Islington
56777,31,0,Newham
56778,31,1,Hackney
56779,27,0,Merton
56780,26,0,Ealing
56781,55,0,Ealing
56782,54,0,Sutton
56783,21,1,Croydon
56784,28,0,Haringey
56785,28,0,Hertsmere
56786,44,1,Epsom and Ewell
56787,59,0,Bexley
56788,4,1,Bexley
56789,80,1,Harrow
56790,91,0,Hammersmith & Fulham
56791,20,1,Barnet
56792,7,0,Greenwich
56793,29,1,Hammersmith & Fulham
56794,26,1,Richmond upon Thames
56795,53,1,Woking
56796,66,1,Barking and Dagenham
56797,0,1,Barnet
56798,55,0,Merton
56799,25,1,Hammersmith & Fulham
56800,28,0,Newham
56801,40,1,Lewisham
56802,59,1,Southwark
56803,66,0,Sevenoaks
56804,53,0,Redbridge
56805,12,0,Redbridge
56806,2,0,Bexley
56807,24,1,Wandsworth
56808,42,1,Epsom and Ewell
56809,48,0,Sutton
56810,51,0,Kensington and Chelsea
56811,30,1,Hillingdon
56812,53,0,Haringey
56813,16,0,Merton
56814,12,1,Bexley
56815,34,0,Bromley
56816,6,0,Waltham Forest
56817,71,0,Enfield
56818,57,1,Hillingdon
56819,33,1,Lambeth
56820,2,0,Elmbridge
56821,50,1,Southwark
56822,3,0,Hackney
56823,37,1,Newham
56824,14,1,Southwark
56825,6,0,Thurrock
56826,26,0,Lambeth
56827,25,1,Mole Valley
56828,4,1,Barnet
56829,46,0,Waltham Forest
56830,14,1,Westminster
56831,34,0,Enfield
56832,19,1,Southwark
56833,28,0,City of London
56834,22,1,Wandsworth
56835,41,0,Ealing
56836,57,0,Croydon
56837,32,0,Reigate and Banstead
56838,40,1,Haringey
56839,82,0,Epsom and Ewell
56840,16,0,Hounslow
56841,75,1,Havering
56842,46,1,Tower Hamlets
56843,24,0,Islington
56844,10,1,Southwark
56845,1,1,Croydon
56846,36,1,Camden
56847,35,0,Haringey
56848,40,0,Tower Hamlets
56849,39,1,Lambeth
56850,81,0,Epping Forest
56851,53,1,Mole Valley
56852,28,1,Islington
56853,33,1,Dartford
56854,6,0,Croydon
56855,23,1,Kingston upon Thames
56856,46,1,Brent
56857,10,1,Bromley
56858,6,1,Ealing
56859,49,0,Greenwich
56860,55,1,Harrow
56861,31,0,Barnet
56862,1,0,Hackney
56863,52,0,Lewisham
56864,28,0,Barking and Dagenham
56865,16,1,Lewisham
56866,0,0,Southwark
56867,11,1,Brent
56868,54,1,Hillingdon
56869,42,1,Brent
56870,17,1,Croydon
56871,60,0,Thurrock
56872,14,1,Kingston upon Thames
56873,40,1,Westminster
56874,19,1,Richmond upon Thames
56875,12,1,Barnet
56876,59,0,Bexley
56877,15,1,Lewisham
56878,70,1,Hammersmith & Fulham
56879,65,1,Croydon
56880,35,1,Watford
56881,4,0,Wandsworth
56882,76,1,Reigate and Banstead
56883,1,0,Hillingdon
56884,33,1,Croydon
56885,21,0,Tower Hamlets
56886,28,0,Hounslow
56887,29,0,Havering
56888,17,0,Hammersmith & Fulham
56889,24,1,Havering
56890,36,1,Barnet
56891,2,1,Brent
56892,25,1,Brent
56893,34,0,Croydon
56894,19,0,Bromley
56895,4,1,Merton
56896,49,1,Lambeth
56897,24,1,Southwark
56898,17,1,Elmbridge
56899,45,0,Hammersmith & Fulham
56900,48,1,Harrow
56901,22,1,Croydon
56902,54,1,Bromley
56903,3,1,Barnet
56904,33,1,Newham
56905,33,1,Hillingdon
56906,59,0,Epsom and Ewell
56907,80,0,Bexley
56908,10,1,Barnet
56909,23,1,Bromley
56910,28,1,Hillingdon
56911,39,0,Camden
56912,26,1,Tower Hamlets
56913,41,0,Hammersmith & Fulham
56914,2,1,Southwark
56915,24,0,Lewisham
56916,33,1,Croydon
56917,21,0,Westminster
56918,54,1,Merton
56919,24,1,Lewisham
56920,35,1,Merton
56921,36,1,Greenwich
56922,27,0,Lewisham
56923,36,1,Dartford
56924,23,0,Lewisham
56925,38,0,Hillingdon
56926,26,0,Barking and Dagenham
56927,41,1,Camden
56928,73,1,Bexley
56929,40,0,Camden
56930,6,0,Bexley
56931,32,0,Westminster
56932,35,1,Lambeth
56933,0,1,Hillingdon
56934,63,1,Ealing
56935,22,0,Lewisham
56936,64,1,Bromley
56937,41,1,Lewisham
56938,18,1,South Bucks
56939,26,1,Barnet
56940,26,0,Haringey
56941,68,1,Redbridge
56942,31,0,Hackney
56943,46,0,Epsom and Ewell
56944,22,0,Southwark
56945,30,0,Greenwich
56946,14,0,Newham
56947,45,1,Ealing
56948,41,0,Hounslow
56949,32,0,Redbridge
56950,15,1,Newham
56951,22,1,Kensington and Chelsea
56952,41,1,Barnet
56953,72,1,Enfield
56954,51,0,Three Rivers
56955,61,0,Woking
56956,75,0,Barnet
56957,11,1,Waltham Forest
56958,35,1,Croydon
56959,46,1,Hertsmere
56960,13,0,Lewisham
56961,33,1,Wandsworth
56962,14,1,Croydon
56963,23,0,Lambeth
56964,73,1,Richmond upon Thames
56965,36,0,Spelthorne
56966,33,1,Bexley
56967,1,1,Haringey
56968,51,1,Reigate and Banstead
56969,45,1,Three Rivers
56970,45,0,Thurrock
56971,25,0,Sevenoaks
56972,47,1,Waltham Forest
56973,33,1,Barnet
56974,25,1,Bexley
56975,20,0,Ealing
56976,47,0,Bromley
56977,33,0,Hammersmith & Fulham
56978,50,0,Tandridge
56979,41,1,Elmbridge
56980,2,0,Ealing
56981,41,0,Thurrock
56982,30,1,Havering
56983,39,1,Reigate and Banstead
56984,45,1,Lambeth
56985,51,1,Kensington and Chelsea
56986,46,0,Hertsmere
56987,54,1,Hertsmere
56988,47,0,Hillingdon
56989,27,0,Kensington and Chelsea
56990,20,1,Haringey
56991,63,0,Mole Valley
56992,22,0,Hackney
56993,3,0,Richmond upon Thames
56994,17,1,Barking and Dagenham
56995,56,0,Croydon
56996,57,1,Brent
56997,7,1,Havering
56998,0,0,Richmond upon Thames
56999,69,1,Camden
57000,33,1,Sevenoaks
57001,73,1,Hackney
57002,0,1,Hertsmere
57003,23,0,Greenwich
57004,46,1,Islington
57005,39,1,Ealing
57006,55,0,Camden
57007,62,1,Enfield
57008,26,1,Wandsworth
57009,70,1,Southwark
57010,16,1,Enfield
57011,5,0,Lewisham
57012,2,0,Haringey
57013,64,0,Barnet
57014,24,1,Wandsworth
57015,49,0,Richmond upon Thames
57016,22,0,Camden
57017,48,1,Islington
57018,70,1,Hammersmith & Fulham
57019,42,1,Kensington and Chelsea
57020,33,0,Woking
57021,32,0,Tandridge
57022,24,1,Croydon
57023,48,1,Westminster
57024,47,1,Lambeth
57025,42,0,Westminster
57026,55,1,Watford
57027,12,0,Newham
57028,41,0,Camden
57029,8,1,Newham
57030,5,1,Enfield
57031,2,1,Camden
57032,28,1,Lambeth
57033,67,1,Hammersmith & Fulham
57034,39,0,Hackney
57035,15,0,Barnet
57036,58,0,Hertsmere
57037,55,1,Spelthorne
57038,14,0,Hounslow
57039,0,0,Havering
57040,9,1,Enfield
57041,26,0,Hackney
57042,40,0,Hillingdon
57043,22,0,Ealing
57044,19,0,Three Rivers
57045,28,0,Harrow
57046,29,0,Lewisham
57047,23,0,Havering
57048,77,0,Hillingdon
57049,27,0,Kingston upon Thames
57050,30,0,Tower Hamlets
57051,84,1,Kingston upon Thames
57052,20,1,Hammersmith & Fulham
57053,30,1,Tower Hamlets
57054,27,1,Sutton
57055,47,0,Southwark
57056,41,0,Wandsworth
57057,77,1,Thurrock
57058,32,1,Thurrock
57059,17,0,Bromley
57060,29,1,Wandsworth
57061,81,0,Croydon
57062,31,0,Hounslow
57063,37,1,Enfield
57064,27,0,Barnet
57065,31,1,Reigate and Banstead
57066,4,0,Hackney
57067,33,0,Enfield
57068,19,1,Hounslow
57069,74,1,Spelthorne
57070,70,0,Bromley
57071,65,0,Enfield
57072,45,0,Newham
57073,38,0,Watford
57074,21,1,Waltham Forest
57075,46,1,Tower Hamlets
57076,8,1,Tower Hamlets
57077,26,0,Tower Hamlets
57078,2,1,Barnet
57079,8,1,Westminster
57080,3,1,Elmbridge
57081,37,0,Wandsworth
57082,9,0,Merton
57083,44,1,Runnymede
57084,25,0,Islington
57085,23,0,Havering
57086,79,0,Lambeth
57087,12,0,Bromley
57088,7,1,Three Rivers
57089,52,0,South Bucks
57090,39,1,Hackney
57091,41,0,Mole Valley
57092,20,0,Hammersmith & Fulham
57093,24,1,Brent
57094,44,0,Kingston upon Thames
57095,17,1,Reigate and Banstead
57096,41,0,Kensington and Chelsea
57097,29,1,Lewisham
57098,23,1,Wandsworth
57099,32,0,Newham
57100,41,1,Spelthorne
57101,49,1,Bromley
57102,50,0,Barnet
57103,0,1,Islington
57104,37,0,Tower Hamlets
57105,39,1,Lewisham
57106,24,0,Islington
57107,57,0,Camden
57108,29,1,Tower Hamlets
57109,6,1,Sutton
57110,38,0,Tower Hamlets
57111,52,1,Kensington and Chelsea
57112,67,1,Three Rivers
57113,9,1,Barnet
57114,32,0,Havering
57115,34,1,Brent
57116,1,1,Harrow
57117,4,1,Redbridge
57118,61,1,Runnymede
57119,66,0,Epping Forest
57120,31,0,Wandsworth
57121,19,0,Croydon
57122,2,0,Newham
57123,17,1,Lambeth
57124,55,1,Hackney
57125,52,0,Ealing
57126,44,0,Kensington and Chelsea
57127,74,1,Barking and Dagenham
57128,79,1,Havering
57129,48,1,Hackney
57130,71,1,Redbridge
57131,64,1,Camden
57132,43,0,Redbridge
57133,28,1,Havering
57134,30,0,Westminster
57135,74,1,Epsom and Ewell
57136,21,1,Croydon
57137,27,0,Ealing
57138,48,1,Bromley
57139,53,1,Ealing
57140,11,1,Bromley
57141,35,0,Southwark
57142,49,0,Barnet
57143,33,1,Bromley
57144,19,0,Enfield
57145,4,1,Runnymede
57146,35,0,Croydon
57147,39,1,Enfield
57148,16,1,Sevenoaks
57149,25,0,Hillingdon
57150,32,0,Islington
57151,75,0,Kensington and Chelsea
57152,87,1,Harrow
57153,42,1,Hammersmith & Fulham
57154,21,0,Ealing
57155,3,1,Southwark
57156,48,1,Lewisham
57157,43,0,Tower Hamlets
57158,61,1,Epping Forest
57159,63,1,Kingston upon Thames
57160,4,0,Croydon
57161,41,0,Greenwich
57162,38,0,Thurrock
57163,79,1,Brent
57164,49,1,Hackney
57165,66,1,Haringey
57166,78,0,Lambeth
57167,35,0,Greenwich
57168,10,0,Croydon
57169,68,0,Barnet
57170,31,0,Tower Hamlets
57171,16,0,Bromley
57172,34,1,Thurrock
57173,1,1,Harrow
57174,38,0,Waltham Forest
57175,12,0,Kingston upon Thames
57176,31,1,Woking
57177,5,1,Newham
57178,6,1,Hackney
57179,47,0,Epping Forest
57180,87,1,Southwark
57181,39,0,Merton
57182,26,0,Croydon
57183,11,0,Hackney
57184,55,0,Camden
57185,3,0,Hillingdon
57186,29,0,Wandsworth
57187,17,0,Barking and Dagenham
57188,17,1,Sutton
57189,47,1,South Bucks
57190,52,0,Westminster
57191,74,0,Hillingdon
57192,68,0,Enfield
57193,81,0,Ealing
57194,32,0,Hackney
57195,34,1,Lewisham
57196,64,1,Southwark
57197,47,1,Richmond upon Thames
57198,27,1,Lambeth
57199,53,0,Islington
57200,23,0,Brent
57201,20,1,Lewisham
57202,62,1,Havering
57203,26,1,Woking
57204,58,1,Lewisham
57205,69,0,Hounslow
57206,41,0,Three Rivers
57207,20,0,Redbridge
57208,19,1,Merton
57209,57,1,Kensington and Chelsea
57210,28,0,Lewisham
57211,18,1,Ealing
57212,6,0,Barking and Dagenham
57213,0,1,Wandsworth
57214,1,1,Barnet
57215,25,1,Spelthorne
57216,10,1,Westminster
57217,50,0,Islington
57218,37,0,Epsom and Ewell
57219,30,0,Enfield
57220,83,1,South Bucks
57221,33,1,Bexley
57222,61,0,Barnet
57223,39,1,Dartford
57224,22,1,Hertsmere
57225,62,0,Three Rivers
57226,45,1,Ealing
57227,33,1,Barnet
57228,67,0,Ealing
57229,18,0,Epsom and Ewell
57230,50,1,Camden
57231,18,0,Ealing
57232,43,0,Lewisham
57233,34,0,Lambeth
57234,29,0,Wandsworth
57235,46,1,Runnymede
57236,19,1,Ealing
57237,22,0,Kingston upon Thames
57238,49,0,Brent
57239,35,1,Barnet
57240,34,0,Enfield
57241,48,1,Haringey
57242,39,1,Hammersmith & Fulham
57243,19,0,Islington
57244,15,1,Kensington and Chelsea
57245,54,0,Islington
57246,45,0,Lambeth
57247,28,1,Sutton
57248,58,1,Greenwich
57249,59,0,Harrow
57250,18,0,Lambeth
57251,0,0,Redbridge
57252,26,0,Greenwich
57253,22,1,Enfield
57254,16,1,Redbridge
57255,23,0,Redbridge
57256,28,0,Lambeth
57257,28,0,Kensington and Chelsea
57258,21,0,Croydon
57259,21,0,Redbridge
57260,25,1,Southwark
57261,66,1,Lambeth
57262,84,0,Barnet
57263,22,0,Newham
57264,55,0,Hackney
57265,51,1,Woking
57266,25,0,Lewisham
57267,53,1,Dartford
57268,39,0,Ealing
57269,65,0,Brent
57270,67,0,Brent
57271,18,1,Hackney
57272,28,1,Croydon
57273,2,1,Harrow
57274,21,1,Westminster
57275,75,1,Camden
57276,39,1,Sutton
57277,20,1,Barking and Dagenham
57278,34,1,Ealing
57279,86,1,Bexley
57280,66,0,Hounslow
57281,25,0,Waltham Forest
57282,35,0,Ealing
57283,32,0,Ealing
57284,59,1,Hounslow
57285,34,1,Kensington and Chelsea
57286,31,0,Bexley
57287,25,0,Hounslow
57288,1,0,Bexley
57289,32,0,Croydon
57290,16,1,Ealing
57291,34,1,Hounslow
57292,58,1,Bexley
57293,23,0,Tower Hamlets
57294,77,0,Enfield
57295,9,0,Lewisham
57296,69,1,Croydon
57297,81,1,Westminster
57298,47,1,Lewisham
57299,9,1,Haringey
57300,56,0,Lewisham
57301,51,1,Elmbridge
57302,15,1,Runnymede
57303,14,1,Redbridge
57304,55,0,Richmond upon Thames
57305,41,0,Redbridge
57306,33,0,Hammersmith & Fulham
57307,45,0,Merton
57308,20,0,Bromley
57309,42,1,Camden
57310,26,0,Hounslow
57311,15,1,Greenwich
57312,7,0,Watford
57313,47,0,Newham
57314,26,1,Bexley
57315,53,1,Croydon
57316,28,1,Harrow
57317,7,1,Hounslow
57318,18,0,Barnet
57319,59,0,Croydon
57320,33,0,Croydon
57321,25,0,Westminster
57322,34,0,Harrow
57323,23,0,Lambeth
57324,12,0,Croydon
57325,84,0,Croydon
57326,19,0,Lambeth
57327,25,1,Barnet
57328,61,0,Mole Valley
57329,13,1,Richmond upon Thames
57330,16,1,Three Rivers
57331,56,0,Havering
57332,66,1,Epsom and Ewell
57333,28,0,Haringey
57334,26,1,Reigate and Banstead
57335,6,0,Barnet
57336,14,1,Merton
57337,28,1,Hackney
57338,31,0,Barnet
57339,59,0,Ealing
57340,47,1,Lambeth
57341,68,0,Croydon
57342,26,0,Hammersmith & Fulham
57343,20,1,Waltham Forest
57344,48,0,Greenwich
57345,5,0,Kensington and Chelsea
57346,37,1,Dartford
57347,90,1,Epping Forest
57348,52,0,Watford
57349,20,0,Elmbridge
57350,18,1,Lambeth
57351,45,0,Enfield
57352,36,1,Tandridge
57353,22,0,Harrow
57354,81,0,Merton
57355,32,0,Enfield
57356,47,1,Epping Forest
57357,1,0,Elmbridge
57358,15,0,Redbridge
57359,34,0,Lambeth
57360,35,1,Newham
57361,2,0,Enfield
57362,29,0,Sutton
57363,45,0,Brent
57364,88,1,Kingston upon Thames
57365,54,0,Brent
57366,5,1,Reigate and Banstead
57367,30,0,Lambeth
57368,71,0,Thurrock
57369,43,1,Tandridge
57370,52,0,Newham
57371,49,0,Thurrock
57372,20,1,Tower Hamlets
57373,20,1,Epsom and Ewell
57374,81,0,Bexley
57375,4,1,Reigate and Banstead
57376,31,1,South Bucks
57377,0,0,Haringey
57378,49,0,Havering
57379,39,0,Greenwich
57380,32,0,Croydon
57381,18,1,Newham
57382,40,0,Waltham Forest
57383,14,1,Croydon
57384,42,1,Harrow
57385,10,1,Camden
57386,74,1,Ealing
57387,24,0,Runnymede
57388,66,0,Bromley
57389,41,0,Haringey
57390,80,0,Havering
57391,57,0,Enfield
57392,40,1,Southwark
57393,34,1,Greenwich
57394,32,0,Haringey
57395,4,0,Richmond upon Thames
57396,21,1,Brent
57397,32,1,Watford
57398,33,1,Lambeth
57399,10,0,Enfield
57400,35,1,Harrow
57401,41,1,Dartford
57402,34,1,Hackney
57403,21,0,Croydon
57404,40,0,Kensington and Chelsea
57405,8,1,Bexley
57406,7,0,Hammersmith & Fulham
57407,16,0,Woking
57408,37,1,Wandsworth
57409,32,1,Barking and Dagenham
57410,5,1,Wandsworth
57411,45,1,Barnet
57412,61,0,Wandsworth
57413,16,0,Redbridge
57414,28,1,Brent
57415,24,0,Hackney
57416,30,0,Redbridge
57417,1,0,Spelthorne
57418,19,1,Enfield
57419,69,1,Kingston upon Thames
57420,41,0,Epping Forest
57421,50,1,Woking
57422,56,1,Sutton
57423,52,1,Havering
57424,36,1,Redbridge
57425,22,1,Tower Hamlets
57426,54,1,Woking
57427,49,0,Bromley
57428,44,0,Kingston upon Thames
57429,38,1,Thurrock
57430,31,1,Sutton
57431,52,0,Kensington and Chelsea
57432,22,1,Lambeth
57433,36,0,Sutton
57434,32,1,Hillingdon
57435,13,0,Merton
57436,31,1,Camden
57437,37,0,Bromley
57438,21,0,Enfield
57439,6,1,Brent
57440,48,0,Barnet
57441,19,0,Newham
57442,53,0,Camden
57443,25,0,Hackney
57444,7,0,Tandridge
57445,36,0,Watford
57446,0,0,Croydon
57447,53,1,Kensington and Chelsea
57448,10,0,Redbridge
57449,16,0,Croydon
57450,9,0,Epping Forest
57451,48,0,Westminster
57452,43,1,Mole Valley
57453,64,1,Tandridge
57454,52,0,Ealing
57455,33,0,Harrow
57456,16,0,Greenwich
57457,29,1,Southwark
57458,59,0,Three Rivers
57459,8,0,Harrow
57460,50,0,Hammersmith & Fulham
57461,15,0,Lambeth
57462,29,1,Spelthorne
57463,60,0,City of London
57464,4,1,South Bucks
57465,44,0,Southwark
57466,11,1,Tower Hamlets
57467,34,0,Tower Hamlets
57468,17,1,Tower Hamlets
57469,38,1,Hounslow
57470,9,0,South Bucks
57471,63,1,Southwark
57472,26,0,Newham
57473,81,0,Bexley
57474,87,1,Richmond upon Thames
57475,22,0,Ealing
57476,5,0,Barnet
57477,0,1,Three Rivers
57478,23,0,Greenwich
57479,29,0,Greenwich
57480,48,0,Lewisham
57481,23,0,Wandsworth
57482,35,0,Kingston upon Thames
57483,29,1,Wandsworth
57484,90,1,Barnet
57485,16,0,Hertsmere
57486,51,0,Croydon
57487,34,0,Camden
57488,8,0,Waltham Forest
57489,40,1,Kensington and Chelsea
57490,17,1,Lambeth
57491,4,0,Southwark
57492,0,0,Kensington and Chelsea
57493,23,0,Merton
57494,35,0,Elmbridge
57495,29,0,Wandsworth
57496,6,1,Waltham Forest
57497,12,0,Barking and Dagenham
57498,10,0,Hackney
57499,17,1,Southwark
57500,7,0,Waltham Forest
57501,11,0,Bexley
57502,64,1,Thurrock
57503,2,0,Lambeth
57504,15,0,Wandsworth
57505,39,0,Bexley
57506,56,1,Lewisham
57507,42,1,Greenwich
57508,22,0,Islington
57509,46,1,Barking and Dagenham
57510,21,0,Kingston upon Thames
57511,37,0,Waltham Forest
57512,29,0,Hounslow
57513,5,0,Wandsworth
57514,42,1,Barnet
57515,57,0,Harrow
57516,33,1,Brent
57517,32,1,Lambeth
57518,37,0,Ealing
57519,23,1,Harrow
57520,38,0,Harrow
57521,31,1,Haringey
57522,33,0,Waltham Forest
57523,48,0,Hertsmere
57524,3,0,Richmond upon Thames
57525,17,0,Elmbridge
57526,12,1,Croydon
57527,40,0,Bromley
57528,36,0,Richmond upon Thames
57529,33,0,Greenwich
57530,28,1,Lewisham
57531,48,0,Newham
57532,4,0,Lambeth
57533,47,0,Redbridge
57534,38,0,Harrow
57535,41,0,Epping Forest
57536,69,0,Brent
57537,44,1,Haringey
57538,42,0,Bromley
57539,27,1,Hillingdon
57540,24,0,Havering
57541,69,0,Sutton
57542,65,0,Kingston upon Thames
57543,0,0,Newham
57544,27,0,Newham
57545,70,1,Haringey
57546,57,1,Barnet
57547,10,0,Tandridge
57548,19,1,Bromley
57549,46,0,Reigate and Banstead
57550,58,0,Woking
57551,11,0,Tandridge
57552,50,0,Kingston upon Thames
57553,11,0,Thurrock
57554,42,1,Ealing
57555,31,1,Hertsmere
57556,18,1,Haringey
57557,51,1,Hounslow
57558,28,1,Southwark
57559,68,0,Enfield
